,cohesion,comm_algorithm,dep_sim_corr,feature_algorithm,inter_similarity,project,silhouette
3238,0.906583223064761,infomap,0.12251875557121682,document,0.8996740805782276,Time4J,-0.2033393922449225
3239,0.9199910594642955,infomap,-0.012957709738103286,document,0.9575466433915005,tink,-0.0976133047463359
3240,0.8869283827859087,infomap,-0.33676632478214724,document,0.9410195175694638,tinylog,0.0745452515479154
3241,0.9546018670916849,infomap,0.11242494647268855,document,0.9365369713439504,togglz,-0.26705836962851737
3242,0.9364276477705333,infomap,-0.03346610222842679,document,0.9323535410575684,tomcat,-0.10555883152509188
3243,0.9422683423146903,infomap,0.15096307378456864,document,0.9169196992785079,tomee,-0.26620886455631015
3244,0.9290756044887566,infomap,-1.0,document,0.9634278601033291,truth,0.06563267677312498
3245,0.8862795891859001,infomap,-0.37031729269777797,document,0.9742843230481141,undertow,-0.008127733565863323
3246,0.9213167929259142,infomap,-0.2480296260517582,document,0.9669387702994227,univocity-parsers,0.02699815251795631
3247,0.8747254516842891,infomap,-1.0,document,0.9903591810380296,vert.x,0.049046824618538286
3248,0.9210173162402603,infomap,-1.0000000000000002,document,0.9795590382639201,vibur-dbcp,0.08141336283856537
3249,0.8814608654967792,infomap,-0.23806660028168636,document,0.9805345983621976,webmagic,0.06788304707214621
3250,0.8908276921480514,infomap,0.297351179413069,document,0.8931192563233884,weka-3.8,0.09406634069031848
3251,0.8740199372235912,infomap,-0.3769783188326877,document,0.9809686213533975,wicket,-0.0014716263510351965
3252,0.9450612053664738,infomap,0.15453384110209897,document,0.9186630748218565,wildfly,-0.30758902028495333
3253,0.8980811083214267,infomap,0.052585481219499894,document,0.9658792228845149,wiremock,-0.0055406007016529585
3254,0.9279239281166084,infomap,-0.20985939546160748,document,0.9530056568247737,XChart,-0.15878581223489163
3255,0.94172070899247,infomap,-1.0,document,0.941137601106196,xmlbeam,-0.27805523202518667
3256,0.8708903146108619,infomap,0.09645916606552273,document,0.962565406699125,xodus,0.046365990942706575
3257,0.8941483223015009,infomap,0.1262026893770372,document,0.9370266333177049,yasson,0.17002611400260007
3258,0.906847478523507,infomap,-1.0000000000000002,document,0.9753064651063252,yGuard,0.06325772822580741
3259,0.8914178426578648,infomap,-0.1597474605046242,document,0.9878726722302069,zipkin,0.010400829486853046
3260,0.9240915565880862,infomap,0.13399286477218414,document,0.9150647643159857,zookeeper,-0.27085832951087435
3261,0.900332955862091,infomap,-0.2535395276932269,document,0.9521677660698733,zt-exec,0.11344029660893794
3262,0.9070956748309134,infomap,-0.08741481422883872,document,0.9162126975353415,zuul,-0.2086893784585228
3263,0.9201789020848063,infomap,0.11985568891456097,document,0.9316214837484104,zxing,-0.11699711128802305
3264,0.9147057010856708,infomap,-0.06348774464445026,fastText,0.9646733667972465,activej,-0.19567531744389768
3265,0.9302838231843996,infomap,0.08862926526856266,fastText,0.9379619037133259,activemq,-0.08818836674228815
3266,0.9106184229281898,infomap,-0.5006990750924842,fastText,0.9835610636719618,adt4j,0.05134551770754606
3267,0.9114990121137417,infomap,0.0019497041356191854,fastText,0.975093777775367,Aeron,-0.31773597843735796
3268,0.8728073586942663,infomap,0.2680133345010982,fastText,0.8316813420610821,Agrona,-0.16008100528895722
3269,0.9513842911449716,infomap,-0.6236471567696025,fastText,0.9233504292795649,airline,-0.1083648635440636
3270,0.9475770881998241,infomap,-0.11364126967707273,fastText,0.9427745412076488,antlr4,-0.08788569852501238
3271,0.8998455876191578,infomap,0.13048026655587872,fastText,0.9660103994654182,apollo,-0.056792812143022134
3272,0.9306017765217973,infomap,0.14622786160475854,fastText,0.9039573027066867,arangodb-java-driver,-0.21958916279944501
3273,0.9435368607480862,infomap,0.12258028573959497,fastText,0.9611772683491349,ArchUnit,-0.07462423792585786
3274,0.9172720481792286,infomap,-0.49908768935288883,fastText,0.9801550843009803,args4j,0.1372492987418501
3275,0.9247964310737846,infomap,0.20543663220296424,fastText,0.9751186113469772,armeria,-0.15367324382098724
3276,0.9317084294050458,infomap,0.03569484219377838,fastText,0.9475874313426994,arquillian-core,-0.06463657439249203
3277,0.9000446553303092,infomap,0.0032763475523097676,fastText,0.9323941502740537,arthas,-0.03203871668052351
3278,0.9365121228883198,infomap,-0.9999999999999999,fastText,0.913804541264457,assertj-core,0.2304307667483099
3279,0.9035322787018196,infomap,0.19526451765400074,fastText,0.9636705919367949,async-http-client,-0.26580561078705633
3280,0.8951397573388843,infomap,0.18732224105389098,fastText,0.9496155898279465,atomix,-0.29619221640834825
3281,0.93375365623497,infomap,-0.09118322636575686,fastText,0.9659712373539383,attic-aurora,-0.21304333989533328
3282,0.9352240845702702,infomap,-0.28222991928888336,fastText,0.9675531207282133,auto,-0.11911135158634105
3283,0.94876032171313,infomap,-0.2726588232962732,fastText,0.9557717993397983,jsoup,-0.23317217136728127
3284,0.9149737675575594,infomap,0.16200998626659194,fastText,0.9450385932179738,jtk,-0.024822401359139525
3285,0.9354920348611596,infomap,-1.0,fastText,0.9930969560683875,junit-dataprovider,0.12725543340764986
3286,0.9618825205851588,infomap,-0.7953066867430786,fastText,0.9500254211671902,junit5,-0.11091447104351157
3287,0.9283881766776414,infomap,0.06785542953405618,fastText,0.9578564613709029,kafka,-0.30144281649336235
3288,0.9249137634526828,infomap,0.14602917889988234,fastText,0.950780948881704,karate,-0.1601985175011791
3289,0.929413587262354,infomap,0.0019309546403146127,fastText,0.9871077926800967,keywhiz,0.03380471834100622
3290,0.9007451228258224,infomap,0.00521254445244528,fastText,0.9580193360154013,Koloboke,0.22219459929525878
3291,0.9155803601432392,infomap,-1.0000000000000002,fastText,0.9503334679725712,lambda-behave,0.1664385549824671
3292,0.8807408373546702,infomap,-0.6062478974864494,fastText,0.990305138781117,lanterna,0.01983346385480741
3293,0.9117027300722638,infomap,0.2630897613691822,fastText,0.9150254695367602,light-4j,0.029386084689342323
3294,0.9266478212068181,infomap,-1.0,fastText,0.9882976197040805,LoganSquare,0.26499382047195447
3295,0.9279034698128839,infomap,0.09510263871040286,fastText,0.9328298391869415,logback,-0.1425677549554936
3296,0.9403604547103578,infomap,-0.7312027255279683,fastText,0.9477464787214298,cfg4j,-0.16084640504916864
3297,0.9110848403827543,infomap,-1.0,fastText,0.9656076002509251,cglib,0.05249844814461774
